2025-07-16 21:43:59,478 - INFO - 成功加载预训练embedding
2025-07-16 21:43:59,625 - INFO - StructMatch系统初始化完成（集成语义增强）
2025-07-16 21:43:59,628 - INFO - 开始加载数据...
2025-07-16 21:44:01,310 - INFO - 成功加载知识图谱: 40559个实体, 11种关系, 86835个三元组
2025-07-16 21:44:01,311 - INFO - 成功加载2条规则
2025-07-16 21:44:01,312 - INFO - 数据加载完成
2025-07-16 21:44:01,324 - INFO - 收集规则第一个谓词对应的anchor: _also_see
2025-07-16 21:44:01,551 - INFO - 收集到 1299 个anchor
2025-07-16 21:44:01,552 - INFO - 开始批量匹配，共1299个anchor
2025-07-16 21:44:01,552 - INFO - 处理第1/1299个anchor
2025-07-16 21:44:01,723 - INFO - 步骤 1: 添加边 ('01380638', '01976089', '_also_see'), 当前相似度: 0.0405
2025-07-16 21:44:01,838 - INFO - 步骤 2: 添加边 ('01974062', '00116376', '_derivationally_related_form'), 当前相似度: 0.7953
2025-07-16 21:44:01,935 - INFO - 步骤 3: 添加边 ('00116376', '01974062', '_derivationally_related_form'), 当前相似度: 0.9061
2025-07-16 21:44:02,069 - INFO - 步骤 4: 添加边 ('01455866', '00116376', '_derivationally_related_form'), 当前相似度: 0.9032
2025-07-16 21:44:02,274 - INFO - 步骤 5: 添加边 ('01455866', '01579153', '_hypernym'), 当前相似度: 0.8790
2025-07-16 21:44:02,308 - INFO - 匹配成功: anchor ('01974062', '_also_see', '01976089'), 得分: 0.7795
2025-07-16 21:44:02,430 - INFO - 步骤 1: 添加边 ('01698271', '10794014', '_derivationally_related_form'), 当前相似度: 0.0837
2025-07-16 21:44:02,521 - INFO - 步骤 2: 添加边 ('01754576', '00929718', '_synset_domain_topic_of'), 当前相似度: 0.8530
2025-07-16 21:44:02,630 - INFO - 步骤 3: 添加边 ('01700655', '00929718', '_synset_domain_topic_of'), 当前相似度: 0.9304
2025-07-16 21:44:02,836 - INFO - 步骤 4: 添加边 ('01701634', '00929718', '_synset_domain_topic_of'), 当前相似度: 0.8687
2025-07-16 21:44:03,046 - INFO - 步骤 5: 添加边 ('10794014', '00929718', '_derivationally_related_form'), 当前相似度: 0.9071
2025-07-16 21:44:03,118 - INFO - 匹配成功: anchor ('01698271', '_also_see', '01754576'), 得分: 0.7680
2025-07-16 21:44:03,583 - INFO - 步骤 1: 添加边 ('00230746', '13497135', '_derivationally_related_form'), 当前相似度: 0.1206
2025-07-16 21:44:03,660 - INFO - 步骤 2: 添加边 ('00155143', '00230746', '_hypernym'), 当前相似度: 0.9107
2025-07-16 21:44:03,759 - INFO - 步骤 3: 添加边 ('00329244', '00230746', '_hypernym'), 当前相似度: 0.9115
2025-07-16 21:44:03,852 - INFO - 步骤 4: 添加边 ('02540347', '00250181', '_hypernym'), 当前相似度: 0.8381
2025-07-16 21:44:03,964 - INFO - 步骤 5: 添加边 ('05083200', '00329244', '_derivationally_related_form'), 当前相似度: 0.8057
2025-07-16 21:44:03,990 - INFO - 匹配成功: anchor ('00230746', '_also_see', '02540347'), 得分: 0.7585
2025-07-16 21:44:04,072 - INFO - 步骤 1: 添加边 ('04216634', '01460029', '_derivationally_related_form'), 当前相似度: 0.0258
2025-07-16 21:44:04,367 - INFO - 步骤 2: 添加边 ('01460029', '01254051', '_derivationally_related_form'), 当前相似度: 0.8758
2025-07-16 21:44:04,450 - INFO - 步骤 3: 添加边 ('01460029', '01458973', '_hypernym'), 当前相似度: 0.8456
2025-07-16 21:44:04,535 - INFO - 步骤 4: 添加边 ('01254051', '01460029', '_derivationally_related_form'), 当前相似度: 0.8605
2025-07-16 21:44:04,617 - INFO - 步骤 5: 添加边 ('01460937', '01460029', '_hypernym'), 当前相似度: 0.8626
2025-07-16 21:44:04,646 - INFO - 匹配成功: anchor ('01460029', '_also_see', '00677544'), 得分: 0.7822
2025-07-16 21:44:04,723 - INFO - 步骤 1: 添加边 ('04337740', '01410223', '_derivationally_related_form'), 当前相似度: 0.1846
2025-07-16 21:44:04,786 - INFO - 步骤 2: 添加边 ('03501614', '04337740', '_hypernym'), 当前相似度: 0.8557
2025-07-16 21:44:04,860 - INFO - 步骤 3: 添加边 ('01410223', '01206218', '_hypernym'), 当前相似度: 0.9045
2025-07-16 21:44:04,961 - INFO - 步骤 4: 添加边 ('04337740', '03736970', '_hypernym'), 当前相似度: 0.8833
2025-07-16 21:44:05,080 - INFO - 步骤 5: 添加边 ('01410223', '00125629', '_derivationally_related_form'), 当前相似度: 0.8442
2025-07-16 21:44:05,113 - INFO - 匹配成功: anchor ('01410223', '_also_see', '01258302'), 得分: 0.7560
2025-07-16 21:44:05,207 - INFO - 步骤 1: 添加边 ('01781478', '02513269', '_also_see'), 当前相似度: 0.0728
2025-07-16 21:44:05,274 - INFO - 步骤 2: 添加边 ('05946687', '01783158', '_derivationally_related_form'), 当前相似度: 0.8772
2025-07-16 21:44:05,349 - INFO - 步骤 3: 添加边 ('01781478', '02578235', '_also_see'), 当前相似度: 0.8749
2025-07-16 21:44:05,456 - INFO - 步骤 4: 添加边 ('01548193', '02513269', '_also_see'), 当前相似度: 0.8432
2025-07-16 21:44:05,562 - INFO - 步骤 5: 添加边 ('02513269', '02036578', '_also_see'), 当前相似度: 0.8870
2025-07-16 21:44:05,588 - INFO - 匹配成功: anchor ('01781478', '_also_see', '01783158'), 得分: 0.6828
2025-07-16 21:44:05,679 - INFO - 步骤 1: 添加边 ('01781478', '02055062', '_also_see'), 当前相似度: 0.0044
2025-07-16 21:44:05,767 - INFO - 步骤 2: 添加边 ('01781478', '02578235', '_also_see'), 当前相似度: 0.8667
2025-07-16 21:44:05,868 - INFO - 步骤 3: 添加边 ('00754118', '02578235', '_derivationally_related_form'), 当前相似度: 0.8747
2025-07-16 21:44:06,001 - INFO - 步骤 4: 添加边 ('02513269', '00360650', '_also_see'), 当前相似度: 0.8602
2025-07-16 21:44:06,138 - INFO - 步骤 5: 添加边 ('00360650', '04849759', '_derivationally_related_form'), 当前相似度: 0.8533
2025-07-16 21:44:06,167 - INFO - 匹配成功: anchor ('01781478', '_also_see', '02513269'), 得分: 0.7637
2025-07-16 21:44:06,260 - INFO - 步骤 1: 添加边 ('00754118', '02578235', '_derivationally_related_form'), 当前相似度: 0.0524
2025-07-16 21:44:06,334 - INFO - 步骤 2: 添加边 ('01781478', '01783158', '_also_see'), 当前相似度: 0.8924
2025-07-16 21:44:06,415 - INFO - 步骤 3: 添加边 ('02271544', '02578235', '_also_see'), 当前相似度: 0.8755
2025-07-16 21:44:06,498 - INFO - 步骤 4: 添加边 ('05946687', '01783158', '_derivationally_related_form'), 当前相似度: 0.8803
2025-07-16 21:44:06,613 - INFO - 步骤 5: 添加边 ('01783158', '05946687', '_derivationally_related_form'), 当前相似度: 0.8964
2025-07-16 21:44:06,648 - INFO - 匹配成功: anchor ('01781478', '_also_see', '02578235'), 得分: 0.7644
2025-07-16 21:44:06,731 - INFO - 步骤 1: 添加边 ('04826771', '01781478', '_derivationally_related_form'), 当前相似度: 0.1450
2025-07-16 21:44:06,831 - INFO - 步骤 2: 添加边 ('04826999', '04826771', '_hypernym'), 当前相似度: 0.7307
2025-07-16 21:44:06,934 - INFO - 步骤 3: 添加边 ('02055062', '01781478', '_also_see'), 当前相似度: 0.8082
2025-07-16 21:44:07,017 - INFO - 步骤 4: 添加边 ('01781478', '04826771', '_derivationally_related_form'), 当前相似度: 0.7938
2025-07-16 21:44:07,094 - INFO - 步骤 5: 添加边 ('01781478', '02578235', '_also_see'), 当前相似度: 0.6974
2025-07-16 21:44:07,175 - INFO - 步骤 1: 添加边 ('00452512', '01194938', '_also_see'), 当前相似度: 0.0639
2025-07-16 21:44:07,255 - INFO - 步骤 2: 添加边 ('00452512', '00402535', '_derivationally_related_form'), 当前相似度: 0.9218
2025-07-16 21:44:07,341 - INFO - 步骤 3: 添加边 ('01257542', '00402535', '_hypernym'), 当前相似度: 0.8898
2025-07-16 21:44:07,425 - INFO - 步骤 4: 添加边 ('00452512', '14868243', '_derivationally_related_form'), 当前相似度: 0.8769
2025-07-16 21:44:07,534 - INFO - 步骤 5: 添加边 ('01524523', '00452512', '_hypernym'), 当前相似度: 0.9569
2025-07-16 21:44:07,566 - INFO - 匹配成功: anchor ('00452512', '_also_see', '01695567'), 得分: 0.8002
2025-07-16 21:44:07,656 - INFO - 步骤 1: 添加边 ('00452512', '14868243', '_derivationally_related_form'), 当前相似度: 0.0294
2025-07-16 21:44:07,748 - INFO - 步骤 2: 添加边 ('03714721', '00452512', '_derivationally_related_form'), 当前相似度: 0.9085
2025-07-16 21:44:07,875 - INFO - 步骤 3: 添加边 ('00452512', '03714721', '_derivationally_related_form'), 当前相似度: 0.8704
2025-07-16 21:44:07,951 - INFO - 步骤 4: 添加边 ('01524523', '00452512', '_hypernym'), 当前相似度: 0.9446
2025-07-16 21:44:08,039 - INFO - 步骤 5: 添加边 ('01490336', '00452512', '_hypernym'), 当前相似度: 0.8511
2025-07-16 21:44:08,060 - INFO - 匹配成功: anchor ('00452512', '_also_see', '01194938'), 得分: 0.7832
2025-07-16 21:44:08,142 - INFO - 步骤 1: 添加边 ('01718867', '00612652', '_also_see'), 当前相似度: 0.0792
2025-07-16 21:44:08,221 - INFO - 步骤 2: 添加边 ('01718867', '05557839', '_derivationally_related_form'), 当前相似度: 0.8473
2025-07-16 21:44:08,311 - INFO - 步骤 3: 添加边 ('00612652', '02709906', '_derivationally_related_form'), 当前相似度: 0.7678
2025-07-16 21:44:08,411 - INFO - 步骤 4: 添加边 ('00612114', '00146572', '_derivationally_related_form'), 当前相似度: 0.8530
2025-07-16 21:44:08,543 - INFO - 步骤 5: 添加边 ('00612114', '00368847', '_derivationally_related_form'), 当前相似度: 0.8916
2025-07-16 21:44:08,639 - INFO - 匹配成功: anchor ('01718867', '_also_see', '00612114'), 得分: 0.7453
2025-07-16 21:44:08,738 - INFO - 步骤 1: 添加边 ('00612652', '02032415', '_derivationally_related_form'), 当前相似度: 0.0157
2025-07-16 21:44:08,808 - INFO - 步骤 2: 添加边 ('00328802', '02032415', '_hypernym'), 当前相似度: 0.8384
2025-07-16 21:44:08,907 - INFO - 步骤 3: 添加边 ('00612652', '01718867', '_also_see'), 当前相似度: 0.8988
2025-07-16 21:44:08,998 - INFO - 步骤 4: 添加边 ('00328802', '00329244', '_verb_group'), 当前相似度: 0.8488
2025-07-16 21:44:09,094 - INFO - 步骤 5: 添加边 ('05083200', '00329244', '_derivationally_related_form'), 当前相似度: 0.9174
2025-07-16 21:44:09,121 - INFO - 匹配成功: anchor ('01718867', '_also_see', '00612652'), 得分: 0.7486
2025-07-16 21:44:09,197 - INFO - 步骤 1: 添加边 ('01718867', '05557839', '_derivationally_related_form'), 当前相似度: 0.1212
2025-07-16 21:44:09,269 - INFO - 步骤 2: 添加边 ('00612114', '00368847', '_derivationally_related_form'), 当前相似度: 0.7928
