2025-07-16 21:31:41,146 - INFO - 成功加载预训练embedding
2025-07-16 21:31:41,270 - INFO - StructMatch系统初始化完成（集成语义增强）
2025-07-16 21:31:41,271 - INFO - 开始加载数据...
2025-07-16 21:31:42,638 - INFO - 成功加载知识图谱: 40559个实体, 11种关系, 86835个三元组
2025-07-16 21:31:42,639 - INFO - 成功加载2条规则
2025-07-16 21:31:42,640 - INFO - 数据加载完成
2025-07-16 21:31:42,652 - INFO - 收集规则第一个谓词对应的anchor: _also_see
2025-07-16 21:31:42,854 - INFO - 收集到 1299 个anchor
2025-07-16 21:31:42,855 - INFO - 开始批量匹配，共1299个anchor
2025-07-16 21:31:42,856 - INFO - 处理第1/1299个anchor
2025-07-16 21:31:42,972 - INFO - 步骤 1: 添加边 ('01974062', '07370671', '_derivationally_related_form'), 当前相似度: 0.1713
2025-07-16 21:31:43,056 - INFO - 步骤 2: 添加边 ('01968569', '07370671', '_derivationally_related_form'), 当前相似度: 0.9460
2025-07-16 21:31:43,168 - INFO - 步骤 3: 添加边 ('01380638', '01976089', '_also_see'), 当前相似度: 0.9878
2025-07-16 21:31:43,275 - INFO - 步骤 4: 添加边 ('01380638', '01014066', '_derivationally_related_form'), 当前相似度: 0.9836
2025-07-16 21:31:43,403 - INFO - 步骤 5: 添加边 ('01383947', '01380638', '_hypernym'), 当前相似度: 0.9655
2025-07-16 21:31:43,451 - INFO - 匹配成功: anchor ('01974062', '_also_see', '01976089'), 得分: 0.8252
2025-07-16 21:31:43,621 - INFO - 步骤 1: 添加边 ('01698271', '00929718', '_derivationally_related_form'), 当前相似度: 0.1271
2025-07-16 21:31:43,816 - INFO - 步骤 2: 添加边 ('01700655', '00929718', '_synset_domain_topic_of'), 当前相似度: 0.9252
2025-07-16 21:31:44,166 - INFO - 步骤 3: 添加边 ('00931608', '00929718', '_hypernym'), 当前相似度: 0.9412
2025-07-16 21:31:44,314 - INFO - 步骤 4: 添加边 ('00981276', '00931608', '_derivationally_related_form'), 当前相似度: 0.9190
2025-07-16 21:31:44,933 - INFO - 步骤 5: 添加边 ('01698271', '01697816', '_hypernym'), 当前相似度: 0.9332
2025-07-16 21:31:45,135 - INFO - 匹配成功: anchor ('01698271', '_also_see', '01754576'), 得分: 0.7912
2025-07-16 21:31:45,500 - INFO - 步骤 1: 添加边 ('00310386', '00230746', '_hypernym'), 当前相似度: 0.1436
2025-07-16 21:31:45,641 - INFO - 步骤 2: 添加边 ('00257269', '00230746', '_hypernym'), 当前相似度: 0.9599
2025-07-16 21:31:45,733 - INFO - 步骤 3: 添加边 ('00230746', '13497135', '_derivationally_related_form'), 当前相似度: 0.9347
2025-07-16 21:31:45,843 - INFO - 步骤 4: 添加边 ('13424865', '13497135', '_hypernym'), 当前相似度: 0.9270
2025-07-16 21:31:45,989 - INFO - 步骤 5: 添加边 ('00156601', '13497135', '_derivationally_related_form'), 当前相似度: 0.9169
2025-07-16 21:31:46,019 - INFO - 匹配成功: anchor ('00230746', '_also_see', '02540347'), 得分: 0.7978
2025-07-16 21:31:46,107 - INFO - 步骤 1: 添加边 ('01460029', '01254051', '_derivationally_related_form'), 当前相似度: 0.1649
2025-07-16 21:31:46,189 - INFO - 步骤 2: 添加边 ('01254051', '01460029', '_derivationally_related_form'), 当前相似度: 0.9174
2025-07-16 21:31:46,265 - INFO - 步骤 3: 添加边 ('01254051', '01460937', '_derivationally_related_form'), 当前相似度: 0.9352
2025-07-16 21:31:46,372 - INFO - 步骤 4: 添加边 ('01460937', '01254051', '_derivationally_related_form'), 当前相似度: 0.9519
2025-07-16 21:31:46,451 - INFO - 步骤 5: 添加边 ('04216634', '01460029', '_derivationally_related_form'), 当前相似度: 0.9182
2025-07-16 21:31:46,472 - INFO - 匹配成功: anchor ('01460029', '_also_see', '00677544'), 得分: 0.8037
2025-07-16 21:31:46,595 - INFO - 步骤 1: 添加边 ('01410223', '07410021', '_derivationally_related_form'), 当前相似度: 0.2150
2025-07-16 21:31:46,708 - INFO - 步骤 2: 添加边 ('02185373', '07410021', '_derivationally_related_form'), 当前相似度: 0.9147
2025-07-16 21:31:46,788 - INFO - 步骤 3: 添加边 ('07410021', '07338681', '_hypernym'), 当前相似度: 0.9370
2025-07-16 21:31:46,897 - INFO - 步骤 4: 添加边 ('07410021', '02185373', '_derivationally_related_form'), 当前相似度: 0.9444
2025-07-16 21:31:46,983 - INFO - 步骤 5: 添加边 ('01236164', '07410021', '_derivationally_related_form'), 当前相似度: 0.9271
2025-07-16 21:31:47,008 - INFO - 匹配成功: anchor ('01410223', '_also_see', '01258302'), 得分: 0.8139
2025-07-16 21:31:47,095 - INFO - 步骤 1: 添加边 ('05946687', '01783158', '_derivationally_related_form'), 当前相似度: 0.0861
2025-07-16 21:31:47,177 - INFO - 步骤 2: 添加边 ('01783158', '01781478', '_also_see'), 当前相似度: 0.8930
2025-07-16 21:31:47,248 - INFO - 步骤 3: 添加边 ('05946687', '09629065', '_derivationally_related_form'), 当前相似度: 0.9343
2025-07-16 21:31:47,326 - INFO - 步骤 4: 添加边 ('01783158', '04826999', '_derivationally_related_form'), 当前相似度: 0.9361
2025-07-16 21:31:47,414 - INFO - 步骤 5: 添加边 ('09629065', '08081668', '_derivationally_related_form'), 当前相似度: 0.9275
2025-07-16 21:31:47,444 - INFO - 匹配成功: anchor ('01781478', '_also_see', '01783158'), 得分: 0.7870
2025-07-16 21:31:47,526 - INFO - 步骤 1: 添加边 ('01781478', '04826771', '_derivationally_related_form'), 当前相似度: 0.3591
2025-07-16 21:31:47,603 - INFO - 步骤 2: 添加边 ('02513269', '01781478', '_also_see'), 当前相似度: 0.8383
2025-07-16 21:31:47,695 - INFO - 步骤 3: 添加边 ('02513269', '01548193', '_also_see'), 当前相似度: 0.8930
2025-07-16 21:31:47,776 - INFO - 步骤 4: 添加边 ('01548193', '01548694', '_similar_to'), 当前相似度: 0.8664
2025-07-16 21:31:47,852 - INFO - 步骤 5: 添加边 ('01548193', '01129977', '_also_see'), 当前相似度: 0.9166
2025-07-16 21:31:47,875 - INFO - 匹配成功: anchor ('01781478', '_also_see', '02513269'), 得分: 0.7765
2025-07-16 21:31:47,953 - INFO - 步骤 1: 添加边 ('00754118', '02578235', '_derivationally_related_form'), 当前相似度: 0.1378
2025-07-16 21:31:48,019 - INFO - 步骤 2: 添加边 ('02578235', '00754118', '_derivationally_related_form'), 当前相似度: 0.9177
2025-07-16 21:31:48,100 - INFO - 步骤 3: 添加边 ('02578235', '01781478', '_also_see'), 当前相似度: 0.9048
2025-07-16 21:31:48,170 - INFO - 步骤 4: 添加边 ('02271544', '02578235', '_also_see'), 当前相似度: 0.9144
2025-07-16 21:31:48,247 - INFO - 步骤 5: 添加边 ('02578235', '02573275', '_hypernym'), 当前相似度: 0.9297
2025-07-16 21:31:48,270 - INFO - 匹配成功: anchor ('01781478', '_also_see', '02578235'), 得分: 0.7758
2025-07-16 21:31:48,345 - INFO - 步骤 1: 添加边 ('01783158', '01781478', '_also_see'), 当前相似度: 0.1508
2025-07-16 21:31:48,410 - INFO - 步骤 2: 添加边 ('01783158', '04826999', '_derivationally_related_form'), 当前相似度: 0.9607
2025-07-16 21:31:48,481 - INFO - 步骤 3: 添加边 ('04826999', '04826771', '_hypernym'), 当前相似度: 0.9257
2025-07-16 21:31:48,564 - INFO - 步骤 4: 添加边 ('04827175', '04826999', '_hypernym'), 当前相似度: 0.9239
2025-07-16 21:31:48,664 - INFO - 步骤 5: 添加边 ('02053818', '02055062', '_also_see'), 当前相似度: 0.9634
2025-07-16 21:31:48,704 - INFO - 匹配成功: anchor ('01781478', '_also_see', '02055062'), 得分: 0.8078
2025-07-16 21:31:48,783 - INFO - 步骤 1: 添加边 ('01695567', '04682018', '_derivationally_related_form'), 当前相似度: 0.1999
